timestamp, power.draw [W]
2025/05/07 17:53:16.359, 75.21 W
2025/05/07 17:53:16.369, 75.21 W
2025/05/07 17:53:16.379, 75.21 W
2025/05/07 17:53:16.389, 75.21 W
2025/05/07 17:53:16.400, 75.21 W
2025/05/07 17:53:16.410, 75.24 W
2025/05/07 17:53:16.420, 75.24 W
2025/05/07 17:53:16.430, 75.24 W
2025/05/07 17:53:16.440, 75.24 W
2025/05/07 17:53:16.451, 75.24 W
2025/05/07 17:53:16.461, 75.24 W
2025/05/07 17:53:16.471, 75.24 W
2025/05/07 17:53:16.481, 75.24 W
2025/05/07 17:53:16.491, 75.24 W
2025/05/07 17:53:16.502, 75.24 W
2025/05/07 17:53:16.512, 75.23 W
2025/05/07 17:53:16.522, 75.23 W
2025/05/07 17:53:16.532, 75.23 W
2025/05/07 17:53:16.542, 75.23 W
2025/05/07 17:53:16.552, 75.23 W
2025/05/07 17:53:16.563, 75.23 W
2025/05/07 17:53:16.573, 75.23 W
2025/05/07 17:53:16.583, 75.23 W
2025/05/07 17:53:16.593, 75.23 W
2025/05/07 17:53:16.604, 75.23 W
2025/05/07 17:53:16.614, 75.24 W
2025/05/07 17:53:16.624, 75.24 W
2025/05/07 17:53:16.634, 75.24 W
2025/05/07 17:53:16.644, 75.24 W
2025/05/07 17:53:16.655, 75.24 W
2025/05/07 17:53:16.665, 75.24 W
2025/05/07 17:53:16.675, 75.24 W
2025/05/07 17:53:16.685, 75.24 W
2025/05/07 17:53:16.695, 75.24 W
2025/05/07 17:53:16.706, 75.24 W
2025/05/07 17:53:16.716, 75.24 W
2025/05/07 17:53:16.726, 75.24 W
2025/05/07 17:53:16.736, 75.24 W
2025/05/07 17:53:16.746, 75.24 W
2025/05/07 17:53:16.757, 75.24 W
2025/05/07 17:53:16.767, 75.24 W
2025/05/07 17:53:16.777, 75.24 W
2025/05/07 17:53:16.787, 75.24 W
2025/05/07 17:53:16.797, 75.24 W
2025/05/07 17:53:16.808, 75.24 W
2025/05/07 17:53:16.818, 73.46 W
2025/05/07 17:53:16.828, 73.46 W
2025/05/07 17:53:16.838, 73.46 W
2025/05/07 17:53:16.849, 73.46 W
2025/05/07 17:53:16.859, 73.46 W
2025/05/07 17:53:16.869, 73.46 W
2025/05/07 17:53:16.879, 73.46 W
2025/05/07 17:53:16.890, 73.46 W
2025/05/07 17:53:16.900, 73.46 W
2025/05/07 17:53:16.910, 70.01 W
2025/05/07 17:53:16.920, 70.01 W
2025/05/07 17:53:16.931, 70.01 W
2025/05/07 17:53:16.941, 70.01 W
2025/05/07 17:53:16.951, 70.01 W
2025/05/07 17:53:16.962, 70.01 W
2025/05/07 17:53:16.972, 70.01 W
